statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART02;Bullen;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;8736;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;413056;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;1303083;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;162861;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;540587;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART1;Pferde;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;23;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART1;Pferde;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;89;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;7957;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;22172;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;-;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;-;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART6;Ziegen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;267;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART6;Ziegen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;14835;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;1153;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;3965;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;128851;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART3;Schweine;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;5685;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART3;Schweine;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;58408;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART2001;Jungrinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART2001;Jungrinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;1876;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1999;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;3160;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART405;Lämmer;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;3738;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART405;Lämmer;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;190138;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART1;Pferde;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART1;Pferde;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;74;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART02;Bullen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;504181;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART02;Bullen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;1231409;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;91;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;2265;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1994;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;20672;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;14791;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;725966;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;2043;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;103574;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;152;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;994;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART6;Ziegen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART6;Ziegen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;249;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;451;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;4198;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART3;Schweine;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART3;Schweine;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;4379325;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;21;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;5065;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;17849;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;18390;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;11664;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;35713;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;-;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;-;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;13898;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;3601;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;111490;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;-;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;-;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;1103079;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART20;Rinder;SCHLA1;Schlachtungsart;SCHLACHT1;Gewerbl. Schlachtung von Tieren inländ. Herkunft;3286089;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART01;Ochsen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;1771;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART2001;Jungrinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;-;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1998;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART2001;Jungrinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;-;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;242;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART05;Kälber;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;2141;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART3;Schweine;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART3;Schweine;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;2069442;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1993;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;189730;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;372;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;12394;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART6;Ziegen;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;107;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART6;Ziegen;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;5950;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;2841;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART213;Weibliche Rinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;9254;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART03;Kühe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;1051;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART4;Schafe;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;1336;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART2001;Jungrinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;-;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART2001;Jungrinder;SCHLA1;Schlachtungsart;SCHLACHT3;Hausschlachtung;-;Anzahl;GTR001;Geschlachtete Tiere
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART02;Bullen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;x;t;GTR002;Schlachtmenge
41331;Schlachtungs- und Schlachtgewichtsstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;TIEA04;Tierarten;TIERART02;Bullen;SCHLA1;Schlachtungsart;SCHLACHT2;Gewerbl. Schlachtung von Tieren ausländ. Herkunft;14740;Anzahl;GTR001;Geschlachtete Tiere
